Quantifier,Quadapt_Variant,MoSS_Test_Variant,MoSS_Train_Variant,MAE,m_test,m_train,alpha,Iteration
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.18041237113402064,0.8,0.9,0.5,2
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.28205128205128194,0.8,0.9,0.5,2
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.030000000000000027,0.8,0.9,0.5,2
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.030000000000000027,0.8,0.9,0.5,2
DyS,None,MoSS_Dir,MoSS_MN,0.22551451516751952,0.8,0.9,0.5,2
HDy,None,MoSS_Dir,MoSS_MN,0.10499999999999998,0.8,0.9,0.5,2
SORD,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
SMM,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
ACC,None,MoSS_Dir,MoSS_MN,0.42708333333333387,0.8,0.9,0.5,2
X_method,None,MoSS_Dir,MoSS_MN,0.3021978021978027,0.8,0.9,0.5,2
T50,None,MoSS_Dir,MoSS_MN,0.2157894736842102,0.8,0.9,0.5,2
MAX,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
MS,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
MS2,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,2
CC,None,MoSS_Dir,MoSS_MN,0.030000000000000027,0.8,0.9,0.5,2
DyS,MoSS,MoSS_Dir,MoSS_MN,0.022002077487805527,0.8,0.9,0.5,3
HDy,MoSS,MoSS_Dir,MoSS_MN,0.025000000000000022,0.8,0.9,0.5,3
SORD,MoSS,MoSS_Dir,MoSS_MN,0.06,0.8,0.9,0.5,3
SMM,MoSS,MoSS_Dir,MoSS_MN,0.18190609181388245,0.8,0.9,0.5,3
ACC,MoSS,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
X_method,MoSS,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
T50,MoSS,MoSS_Dir,MoSS_MN,0.397560975609756,0.8,0.9,0.5,3
MAX,MoSS,MoSS_Dir,MoSS_MN,0.035580524344569264,0.8,0.9,0.5,3
MS,MoSS,MoSS_Dir,MoSS_MN,0.019083969465648887,0.8,0.9,0.5,3
MS2,MoSS,MoSS_Dir,MoSS_MN,0.17256637168141586,0.8,0.9,0.5,3
CC,MoSS,MoSS_Dir,MoSS_MN,0.03999999999999998,0.8,0.9,0.5,3
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.0289320604364256,0.8,0.9,0.5,3
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.06,0.8,0.9,0.5,3
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.04999999999999999,0.8,0.9,0.5,3
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.0696183335160474,0.8,0.9,0.5,3
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.2631578947368418,0.8,0.9,0.5,3
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.12111801242236025,0.8,0.9,0.5,3
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.4009009009009009,0.8,0.9,0.5,3
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.06521739130434778,0.8,0.9,0.5,3
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.013812154696132506,0.8,0.9,0.5,3
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.03999999999999998,0.8,0.9,0.5,3
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.05695134949025438,0.8,0.9,0.5,3
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.27,0.8,0.9,0.5,3
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.08999999999999997,0.8,0.9,0.5,3
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.008863391744594717,0.8,0.9,0.5,3
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.05339805825242716,0.8,0.9,0.5,3
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.08986175115207362,0.8,0.9,0.5,3
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.03999999999999998,0.8,0.9,0.5,3
DyS,None,MoSS_Dir,MoSS_MN,0.3317595108498981,0.8,0.9,0.5,3
HDy,None,MoSS_Dir,MoSS_MN,0.10000000000000009,0.8,0.9,0.5,3
SORD,None,MoSS_Dir,MoSS_MN,0.21000000000000002,0.8,0.9,0.5,3
SMM,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
ACC,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
X_method,None,MoSS_Dir,MoSS_MN,0.41208791208791207,0.8,0.9,0.5,3
T50,None,MoSS_Dir,MoSS_MN,0.1105263157894738,0.8,0.9,0.5,3
MAX,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
MS,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
MS2,None,MoSS_Dir,MoSS_MN,0.5,0.8,0.9,0.5,3
CC,None,MoSS_Dir,MoSS_MN,0.03999999999999998,0.8,0.9,0.5,3
DyS,MoSS,MoSS_Dir,MoSS_MN,0.6640648415232846,0.8,0.9,0.75,1
HDy,MoSS,MoSS_Dir,MoSS_MN,0.03500000000000003,0.8,0.9,0.75,1
SORD,MoSS,MoSS_Dir,MoSS_MN,0.32,0.8,0.9,0.75,1
SMM,MoSS,MoSS_Dir,MoSS_MN,0.23128366820431512,0.8,0.9,0.75,1
ACC,MoSS,MoSS_Dir,MoSS_MN,0.03571428571428559,0.8,0.9,0.75,1
X_method,MoSS,MoSS_Dir,MoSS_MN,0.014705882352941013,0.8,0.9,0.75,1
T50,MoSS,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,1
MAX,MoSS,MoSS_Dir,MoSS_MN,0.18388429752066116,0.8,0.9,0.75,1
MS,MoSS,MoSS_Dir,MoSS_MN,0.1328124999999999,0.8,0.9,0.75,1
MS2,MoSS,MoSS_Dir,MoSS_MN,0.1868759311015623,0.8,0.9,0.75,1
CC,MoSS,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.3552687306608956,0.8,0.9,0.75,1
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.255,0.8,0.9,0.75,1
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.26,0.8,0.9,0.75,1
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.28412012088070093,0.8,0.9,0.75,1
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.08333333333333326,0.8,0.9,0.75,1
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.19651162790697663,0.8,0.9,0.75,1
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,1
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.21190476190476182,0.8,0.9,0.75,1
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.19978165938864623,0.8,0.9,0.75,1
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.1416102672690559,0.8,0.9,0.75,1
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.305,0.8,0.9,0.75,1
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.19999999999999996,0.8,0.9,0.75,1
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.8,0.9,0.75,1
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.1045454545454545,0.8,0.9,0.75,1
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.009999999999999898,0.8,0.9,0.75,1
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,1
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,1
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.007142857142857673,0.8,0.9,0.75,1
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
DyS,None,MoSS_Dir,MoSS_MN,0.349806336312124,0.8,0.9,0.75,1
HDy,None,MoSS_Dir,MoSS_MN,0.20999999999999996,0.8,0.9,0.75,1
SORD,None,MoSS_Dir,MoSS_MN,0.27,0.8,0.9,0.75,1
SMM,None,MoSS_Dir,MoSS_MN,0.1956473572893319,0.8,0.9,0.75,1
ACC,None,MoSS_Dir,MoSS_MN,0.09821428571428559,0.8,0.9,0.75,1
X_method,None,MoSS_Dir,MoSS_MN,0.09821428571428559,0.8,0.9,0.75,1
T50,None,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,1
MAX,None,MoSS_Dir,MoSS_MN,0.472222222222222,0.8,0.9,0.75,1
MS,None,MoSS_Dir,MoSS_MN,0.08333333333333282,0.8,0.9,0.75,1
MS2,None,MoSS_Dir,MoSS_MN,0.08333333333333282,0.8,0.9,0.75,1
CC,None,MoSS_Dir,MoSS_MN,0.21999999999999997,0.8,0.9,0.75,1
DyS,MoSS,MoSS_Dir,MoSS_MN,0.23603940869773288,0.8,0.9,0.75,2
HDy,MoSS,MoSS_Dir,MoSS_MN,0.295,0.8,0.9,0.75,2
SORD,MoSS,MoSS_Dir,MoSS_MN,0.20999999999999996,0.8,0.9,0.75,2
SMM,MoSS,MoSS_Dir,MoSS_MN,0.18115686330970504,0.8,0.9,0.75,2
ACC,MoSS,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
X_method,MoSS,MoSS_Dir,MoSS_MN,0.238,0.8,0.9,0.75,2
T50,MoSS,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
MAX,MoSS,MoSS_Dir,MoSS_MN,0.434931506849315,0.8,0.9,0.75,2
MS,MoSS,MoSS_Dir,MoSS_MN,0.15322580645161277,0.8,0.9,0.75,2
MS2,MoSS,MoSS_Dir,MoSS_MN,0.4658187218549391,0.8,0.9,0.75,2
CC,MoSS,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.28952600583349747,0.8,0.9,0.75,2
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.22499999999999998,0.8,0.9,0.75,2
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.23338838075879975,0.8,0.9,0.75,2
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.23529411764705876,0.8,0.9,0.75,2
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.22904191616766478,0.8,0.9,0.75,2
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.30140186915887845,0.8,0.9,0.75,2
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.23499999999999988,0.8,0.9,0.75,2
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.20862068965517244,0.8,0.9,0.75,2
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.20842245213864186,0.8,0.9,0.75,2
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.0050000000000000044,0.8,0.9,0.75,2
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.66,0.8,0.9,0.75,2
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.13087664912039598,0.8,0.9,0.75,2
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.8,0.9,0.75,2
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.30924170616113744,0.8,0.9,0.75,2
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
DyS,None,MoSS_Dir,MoSS_MN,0.0355547034098026,0.8,0.9,0.75,2
HDy,None,MoSS_Dir,MoSS_MN,0.05499999999999994,0.8,0.9,0.75,2
SORD,None,MoSS_Dir,MoSS_MN,0.16000000000000003,0.8,0.9,0.75,2
SMM,None,MoSS_Dir,MoSS_MN,0.05887248719882299,0.8,0.9,0.75,2
ACC,None,MoSS_Dir,MoSS_MN,0.08035714285714302,0.8,0.9,0.75,2
X_method,None,MoSS_Dir,MoSS_MN,0.08035714285714302,0.8,0.9,0.75,2
T50,None,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,2
MAX,None,MoSS_Dir,MoSS_MN,0.6309523809523808,0.8,0.9,0.75,2
MS,None,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
MS2,None,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
CC,None,MoSS_Dir,MoSS_MN,0.24,0.8,0.9,0.75,2
DyS,MoSS,MoSS_Dir,MoSS_MN,0.24261270872552543,0.8,0.9,0.75,3
HDy,MoSS,MoSS_Dir,MoSS_MN,0.20499999999999996,0.8,0.9,0.75,3
SORD,MoSS,MoSS_Dir,MoSS_MN,0.13,0.8,0.9,0.75,3
SMM,MoSS,MoSS_Dir,MoSS_MN,0.21034015760827673,0.8,0.9,0.75,3
ACC,MoSS,MoSS_Dir,MoSS_MN,0.2276119402985074,0.8,0.9,0.75,3
X_method,MoSS,MoSS_Dir,MoSS_MN,0.2534965034965035,0.8,0.9,0.75,3
T50,MoSS,MoSS_Dir,MoSS_MN,0.2416666666666667,0.8,0.9,0.75,3
MAX,MoSS,MoSS_Dir,MoSS_MN,0.5518018018018019,0.8,0.9,0.75,3
MS,MoSS,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
MS2,MoSS,MoSS_Dir,MoSS_MN,0.2142857142857143,0.8,0.9,0.75,3
CC,MoSS,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.22590140388536206,0.8,0.9,0.75,3
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.21499999999999997,0.8,0.9,0.75,3
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.15000000000000002,0.8,0.9,0.75,3
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.22336306375474924,0.8,0.9,0.75,3
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.3393719806763285,0.8,0.9,0.75,3
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.24843260188087768,0.8,0.9,0.75,3
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.23642533936651577,0.8,0.9,0.75,3
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.20602605863192192,0.8,0.9,0.75,3
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.2768138801261829,0.8,0.9,0.75,3
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.3377442793670665,0.8,0.9,0.75,3
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.335,0.8,0.9,0.75,3
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.19999999999999996,0.8,0.9,0.75,3
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.8,0.9,0.75,3
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.20833333333333304,0.8,0.9,0.75,3
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.1499999999999999,0.8,0.9,0.75,3
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.46859296482412066,0.8,0.9,0.75,3
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.8,0.9,0.75,3
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.8,0.9,0.75,3
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
DyS,None,MoSS_Dir,MoSS_MN,0.13009656894799249,0.8,0.9,0.75,3
HDy,None,MoSS_Dir,MoSS_MN,0.125,0.8,0.9,0.75,3
SORD,None,MoSS_Dir,MoSS_MN,0.08999999999999997,0.8,0.9,0.75,3
SMM,None,MoSS_Dir,MoSS_MN,0.023576563604681966,0.8,0.9,0.75,3
ACC,None,MoSS_Dir,MoSS_MN,0.16964285714285732,0.8,0.9,0.75,3
X_method,None,MoSS_Dir,MoSS_MN,0.16964285714285732,0.8,0.9,0.75,3
T50,None,MoSS_Dir,MoSS_MN,0.2068965517241379,0.8,0.9,0.75,3
MAX,None,MoSS_Dir,MoSS_MN,0.7103174603174602,0.8,0.9,0.75,3
MS,None,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
MS2,None,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
CC,None,MoSS_Dir,MoSS_MN,0.25,0.8,0.9,0.75,3
DyS,MoSS,MoSS_Dir,MoSS_MN,0.06977227524174223,0.9,0.9,0.25,1
HDy,MoSS,MoSS_Dir,MoSS_MN,0.235,0.9,0.9,0.25,1
SORD,MoSS,MoSS_Dir,MoSS_MN,0.020000000000000018,0.9,0.9,0.25,1
SMM,MoSS,MoSS_Dir,MoSS_MN,0.25266243298218505,0.9,0.9,0.25,1
ACC,MoSS,MoSS_Dir,MoSS_MN,0.09883720930232515,0.9,0.9,0.25,1
X_method,MoSS,MoSS_Dir,MoSS_MN,0.1380597014925372,0.9,0.9,0.25,1
T50,MoSS,MoSS_Dir,MoSS_MN,0.5907079646017698,0.9,0.9,0.25,1
MAX,MoSS,MoSS_Dir,MoSS_MN,0.09955752212389374,0.9,0.9,0.25,1
MS,MoSS,MoSS_Dir,MoSS_MN,0.03688524590163916,0.9,0.9,0.25,1
MS2,MoSS,MoSS_Dir,MoSS_MN,0.11363636363636331,0.9,0.9,0.25,1
CC,MoSS,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.22966955096112535,0.9,0.9,0.25,1
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.2,0.9,0.9,0.25,1
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.22000000000000003,0.9,0.9,0.25,1
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.19864209392168503,0.9,0.9,0.25,1
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.2448979591836733,0.9,0.9,0.25,1
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.18362831858407075,0.9,0.9,0.25,1
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.4095744680851062,0.9,0.9,0.25,1
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.2164429530201341,0.9,0.9,0.25,1
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.15465116279069763,0.9,0.9,0.25,1
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.025070402042480178,0.9,0.9,0.25,1
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.04500000000000001,0.9,0.9,0.25,1
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.35,0.9,0.9,0.25,1
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.1579410949477446,0.9,0.9,0.25,1
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.052816901408450856,0.9,0.9,0.25,1
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.10849056603773571,0.9,0.9,0.25,1
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.5833333333333331,0.9,0.9,0.25,1
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,1
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.9,0.9,0.25,1
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
DyS,None,MoSS_Dir,MoSS_MN,0.07897798028376751,0.9,0.9,0.25,1
HDy,None,MoSS_Dir,MoSS_MN,0.034999999999999976,0.9,0.9,0.25,1
SORD,None,MoSS_Dir,MoSS_MN,0.13,0.9,0.9,0.25,1
SMM,None,MoSS_Dir,MoSS_MN,0.10932085123373614,0.9,0.9,0.25,1
ACC,None,MoSS_Dir,MoSS_MN,0.02642276422764195,0.9,0.9,0.25,1
X_method,None,MoSS_Dir,MoSS_MN,0.02642276422764195,0.9,0.9,0.25,1
T50,None,MoSS_Dir,MoSS_MN,0.4913793103448273,0.9,0.9,0.25,1
MAX,None,MoSS_Dir,MoSS_MN,0.75,0.9,0.9,0.25,1
MS,None,MoSS_Dir,MoSS_MN,0.02642276422764195,0.9,0.9,0.25,1
MS2,None,MoSS_Dir,MoSS_MN,0.02642276422764195,0.9,0.9,0.25,1
CC,None,MoSS_Dir,MoSS_MN,0.21999999999999997,0.9,0.9,0.25,1
DyS,MoSS,MoSS_Dir,MoSS_MN,0.1512280710789728,0.9,0.9,0.25,2
HDy,MoSS,MoSS_Dir,MoSS_MN,0.15500000000000003,0.9,0.9,0.25,2
SORD,MoSS,MoSS_Dir,MoSS_MN,0.14,0.9,0.9,0.25,2
SMM,MoSS,MoSS_Dir,MoSS_MN,0.27137835091947626,0.9,0.9,0.25,2
ACC,MoSS,MoSS_Dir,MoSS_MN,0.10606060606060597,0.9,0.9,0.25,2
X_method,MoSS,MoSS_Dir,MoSS_MN,0.16599999999999993,0.9,0.9,0.25,2
T50,MoSS,MoSS_Dir,MoSS_MN,0.4642857142857141,0.9,0.9,0.25,2
MAX,MoSS,MoSS_Dir,MoSS_MN,0.30172413793103403,0.9,0.9,0.25,2
MS,MoSS,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
MS2,MoSS,MoSS_Dir,MoSS_MN,0.17222222222222222,0.9,0.9,0.25,2
CC,MoSS,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
DyS,MoSS_MN,MoSS_Dir,MoSS_MN,0.21113043497049921,0.9,0.9,0.25,2
HDy,MoSS_MN,MoSS_Dir,MoSS_MN,0.14500000000000002,0.9,0.9,0.25,2
SORD,MoSS_MN,MoSS_Dir,MoSS_MN,0.15000000000000002,0.9,0.9,0.25,2
SMM,MoSS_MN,MoSS_Dir,MoSS_MN,0.17531142149790957,0.9,0.9,0.25,2
ACC,MoSS_MN,MoSS_Dir,MoSS_MN,0.21103896103896091,0.9,0.9,0.25,2
X_method,MoSS_MN,MoSS_Dir,MoSS_MN,0.20303867403314907,0.9,0.9,0.25,2
T50,MoSS_MN,MoSS_Dir,MoSS_MN,0.7069377990430622,0.9,0.9,0.25,2
MAX,MoSS_MN,MoSS_Dir,MoSS_MN,0.20454545454545459,0.9,0.9,0.25,2
MS,MoSS_MN,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
MS2,MoSS_MN,MoSS_Dir,MoSS_MN,0.24044585987261136,0.9,0.9,0.25,2
CC,MoSS_MN,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
DyS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.03533689399699658,0.9,0.9,0.25,2
HDy,MoSS_Dir,MoSS_Dir,MoSS_MN,0.04999999999999999,0.9,0.9,0.25,2
SORD,MoSS_Dir,MoSS_Dir,MoSS_MN,0.16000000000000003,0.9,0.9,0.25,2
SMM,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,2
ACC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,2
X_method,MoSS_Dir,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,2
T50,MoSS_Dir,MoSS_Dir,MoSS_MN,0.6186868686868686,0.9,0.9,0.25,2
MAX,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.9,0.9,0.25,2
MS,MoSS_Dir,MoSS_Dir,MoSS_MN,0.18781094527363185,0.9,0.9,0.25,2
MS2,MoSS_Dir,MoSS_Dir,MoSS_MN,0.75,0.9,0.9,0.25,2
CC,MoSS_Dir,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
DyS,None,MoSS_Dir,MoSS_MN,0.11445678016727084,0.9,0.9,0.25,2
HDy,None,MoSS_Dir,MoSS_MN,0.04999999999999999,0.9,0.9,0.25,2
SORD,None,MoSS_Dir,MoSS_MN,0.12,0.9,0.9,0.25,2
SMM,None,MoSS_Dir,MoSS_MN,0.01050043696851688,0.9,0.9,0.25,2
ACC,None,MoSS_Dir,MoSS_MN,0.10772357723577208,0.9,0.9,0.25,2
X_method,None,MoSS_Dir,MoSS_MN,0.10772357723577208,0.9,0.9,0.25,2
T50,None,MoSS_Dir,MoSS_MN,0.5775862068965516,0.9,0.9,0.25,2
MAX,None,MoSS_Dir,MoSS_MN,0.75,0.9,0.9,0.25,2
MS,None,MoSS_Dir,MoSS_MN,0.10772357723577208,0.9,0.9,0.25,2
MS2,None,MoSS_Dir,MoSS_MN,0.10772357723577208,0.9,0.9,0.25,2
CC,None,MoSS_Dir,MoSS_MN,0.22999999999999998,0.9,0.9,0.25,2
DyS,MoSS,MoSS_Dir,MoSS_MN,0.11324159621634194,0.9,0.9,0.25,3
HDy,MoSS,MoSS_Dir,MoSS_MN,0.20999999999999996,0.9,0.9,0.25,3
SORD,MoSS,MoSS_Dir,MoSS_MN,0.04999999999999999,0.9,0.9,0.25,3
SMM,MoSS,MoSS_Dir,MoSS_MN,0.06661016015103055,0.9,0.9,0.25,3
ACC,MoSS,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,3
X_method,MoSS,MoSS_Dir,MoSS_MN,0.08198380566801616,0.9,0.9,0.25,3
T50,MoSS,MoSS_Dir,MoSS_MN,0.430327868852459,0.9,0.9,0.25,3
MAX,MoSS,MoSS_Dir,MoSS_MN,0.25,0.9,0.9,0.25,3
